block dimensions: 158 x 40
48 4, (48.696, 4.533)
49 4, (49.710, 4.533)
50 4, (50.725, 4.533)
51 4, (51.739, 4.533)
52 4, (52.754, 4.533)
53 4, (53.768, 4.533)
54 4, (54.783, 4.533)
55 4, (55.797, 4.533)
56 4, (56.812, 4.533)
57 4, (57.826, 4.533)
58 4, (58.841, 4.533)
59 4, (59.855, 4.533)
60 4, (60.870, 4.533)
61 4, (61.884, 4.533)
62 4, (62.899, 4.533)
63 4, (63.913, 4.533)
64 4, (64.928, 4.533)
65 4, (65.942, 4.533)
66 4, (66.957, 4.533)
67 4, (67.971, 4.533)
68 4, (68.986, 4.533)
69 4, (70.000, 4.533)
70 4, (71.017, 4.794)
71 4, (72.034, 5.055)
72 4, (73.051, 5.316)
73 4, (74.068, 5.577)
74 4, (75.085, 5.838)
75 4, (76.102, 6.099)
76 4, (77.119, 6.360)
77 4, (78.136, 6.621)
78 4, (79.153, 6.882)
79 4, (80.169, 7.143)
80 4, (81.186, 7.404)
81 4, (82.203, 7.664)
82 4, (83.220, 7.925)
83 4, (84.237, 8.186)
84 4, (85.254, 8.447)
85 4, (86.271, 8.708)
86 4, (87.288, 8.969)
87 4, (88.305, 9.230)
88 4, (89.322, 9.491)
89 4, (90.339, 9.752)
90 4, (91.356, 10.013)
91 4, (92.373, 10.274)
92 4, (93.390, 10.535)
93 4, (94.407, 10.796)
94 4, (95.424, 11.057)
95 4, (96.441, 11.318)
96 4, (97.458, 11.579)
97 4, (98.475, 11.840)
98 4, (99.492, 12.101)
99 4, (100.508, 12.361)
100 4, (101.525, 12.622)
101 4, (102.542, 12.883)
102 4, (103.559, 13.144)
103 4, (104.576, 13.405)
104 4, (105.593, 13.666)
105 4, (106.610, 13.927)
106 4, (107.627, 14.188)
107 4, (108.644, 14.449)
108 4, (109.661, 14.710)
109 4, (110.678, 14.971)
110 4, (111.695, 15.232)
111 4, (112.712, 15.493)
112 4, (113.729, 15.754)
113 4, (114.746, 16.015)
114 4, (115.763, 16.276)
115 4, (116.780, 16.537)
116 4, (117.797, 16.797)
117 4, (118.814, 17.058)
118 4, (119.831, 17.319)
119 4, (120.847, 17.580)
120 4, (121.864, 17.841)
121 4, (122.881, 18.102)
122 4, (123.898, 18.363)
123 4, (124.915, 18.624)
124 4, (125.932, 18.885)
125 4, (126.949, 19.146)
126 4, (127.966, 19.407)
127 4, (128.983, 19.668)
128 4, (130.000, 19.929)
129 4, (131.034, 20.626)
130 4, (132.069, 21.322)
131 4, (133.103, 22.019)
132 4, (134.138, 22.716)
133 4, (135.172, 23.413)
134 4, (136.207, 24.109)
135 4, (137.241, 24.806)
136 4, (138.276, 25.503)
137 4, (139.310, 26.200)
138 4, (140.345, 26.897)
139 4, (141.379, 27.593)
140 4, (142.414, 28.290)
141 4, (143.448, 28.987)
142 4, (144.483, 29.684)
143 4, (145.517, 30.381)
144 4, (146.552, 31.077)
145 4, (147.586, 31.774)
146 4, (148.621, 32.471)
147 4, (149.655, 33.168)
148 4, (150.690, 33.864)
149 4, (151.724, 34.561)
150 4, (152.759, 35.258)
151 4, (153.793, 35.955)
152 4, (154.828, 36.652)
153 4, (155.862, 37.348)
154 4, (156.897, 38.045)
155 4, (157.931, 38.742)
156 4, (158.966, 39.439)
157 4, (160.000, 40.135)
0 5, (0.000, 5.812)
1 5, (1.014, 5.812)
2 5, (2.029, 5.812)
3 5, (3.043, 5.812)
4 5, (4.058, 5.812)
5 5, (5.072, 5.812)
6 5, (6.087, 5.812)
7 5, (7.101, 5.812)
8 5, (8.116, 5.812)
9 5, (9.130, 5.812)
10 5, (10.145, 5.812)
11 5, (11.159, 5.812)
12 5, (12.174, 5.812)
13 5, (13.188, 5.812)
14 5, (14.203, 5.812)
15 5, (15.217, 5.812)
16 5, (16.232, 5.812)
17 5, (17.246, 5.812)
18 5, (18.261, 5.812)
19 5, (19.275, 5.812)
20 5, (20.290, 5.812)
21 5, (21.304, 5.812)
22 5, (22.319, 5.812)
23 5, (23.333, 5.812)
24 5, (24.348, 5.812)
25 5, (25.362, 5.812)
26 5, (26.377, 5.812)
27 5, (27.391, 5.812)
28 5, (28.406, 5.812)
29 5, (29.420, 5.812)
30 5, (30.435, 5.812)
31 5, (31.449, 5.812)
32 5, (32.464, 5.812)
33 5, (33.478, 5.812)
34 5, (34.493, 5.812)
35 5, (35.507, 5.812)
36 5, (36.522, 5.812)
37 5, (37.536, 5.812)
38 5, (38.551, 5.812)
39 5, (39.565, 5.812)
40 5, (40.580, 5.812)
41 5, (41.594, 5.812)
42 5, (42.609, 5.812)
43 5, (43.623, 5.812)
44 5, (44.638, 5.812)
45 5, (45.652, 5.812)
46 5, (46.667, 5.812)
47 5, (47.681, 5.812)
48 5, (48.696, 5.812)
49 5, (49.710, 5.812)
50 5, (50.725, 5.812)
51 5, (51.739, 5.812)
52 5, (52.754, 5.812)
53 5, (53.768, 5.812)
54 5, (54.783, 5.812)
55 5, (55.797, 5.812)
56 5, (56.812, 5.812)
57 5, (57.826, 5.812)
58 5, (58.841, 5.812)
59 5, (59.855, 5.812)
60 5, (60.870, 5.812)
61 5, (61.884, 5.812)
62 5, (62.899, 5.812)
63 5, (63.913, 5.812)
64 5, (64.928, 5.812)
65 5, (65.942, 5.812)
66 5, (66.957, 5.812)
67 5, (67.971, 5.812)
68 5, (68.986, 5.812)
69 5, (70.000, 5.812)
70 5, (71.017, 6.070)
71 5, (72.034, 6.328)
72 5, (73.051, 6.586)
73 5, (74.068, 6.844)
74 5, (75.085, 7.102)
75 5, (76.102, 7.360)
76 5, (77.119, 7.618)
77 5, (78.136, 7.876)
78 5, (79.153, 8.134)
79 5, (80.169, 8.392)
80 5, (81.186, 8.650)
81 5, (82.203, 8.908)
82 5, (83.220, 9.166)
83 5, (84.237, 9.424)
84 5, (85.254, 9.682)
85 5, (86.271, 9.940)
86 5, (87.288, 10.199)
87 5, (88.305, 10.457)
88 5, (89.322, 10.715)
89 5, (90.339, 10.973)
90 5, (91.356, 11.231)
91 5, (92.373, 11.489)
92 5, (93.390, 11.747)
93 5, (94.407, 12.005)
94 5, (95.424, 12.263)
95 5, (96.441, 12.521)
96 5, (97.458, 12.779)
97 5, (98.475, 13.037)
98 5, (99.492, 13.295)
99 5, (100.508, 13.553)
100 5, (101.525, 13.811)
101 5, (102.542, 14.069)
102 5, (103.559, 14.327)
103 5, (104.576, 14.585)
104 5, (105.593, 14.843)
105 5, (106.610, 15.102)
106 5, (107.627, 15.360)
107 5, (108.644, 15.618)
108 5, (109.661, 15.876)
109 5, (110.678, 16.134)
110 5, (111.695, 16.392)
111 5, (112.712, 16.650)
112 5, (113.729, 16.908)
113 5, (114.746, 17.166)
114 5, (115.763, 17.424)
115 5, (116.780, 17.682)
116 5, (117.797, 17.940)
117 5, (118.814, 18.198)
118 5, (119.831, 18.456)
119 5, (120.847, 18.714)
120 5, (121.864, 18.972)
121 5, (122.881, 19.230)
122 5, (123.898, 19.488)
123 5, (124.915, 19.746)
124 5, (125.932, 20.005)
125 5, (126.949, 20.263)
126 5, (127.966, 20.521)
127 5, (128.983, 20.779)
128 5, (130.000, 21.037)
129 5, (131.034, 21.726)
130 5, (132.069, 22.415)
131 5, (133.103, 23.104)
132 5, (134.138, 23.793)
133 5, (135.172, 24.482)
134 5, (136.207, 25.171)
135 5, (137.241, 25.860)
136 5, (138.276, 26.549)
137 5, (139.310, 27.238)
138 5, (140.345, 27.927)
139 5, (141.379, 28.616)
